藥品代碼,藥品名稱,數量,支付價,藥商
AB55547100,VALPROIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,330.0,9.8,十全實業股份有限公司
AB55553343,CALCIPOTRIOL ， 外用軟膏劑 ， 0.05  MG/GM ， 30.00 GM,3238.0,514,元豐泰生技醫藥股份有限公司
AB55557100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,166310.0,9.7,生達化學製藥股份有限公司
AB55560100,GLICLAZIDE ，  緩釋錠劑膠囊劑 ，  60.00 MG,5394620.0,3.89,瑩碩生技醫藥股份有限公司
AB55564100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,1244269.7,2.93,五洲製藥股份有限公司
AB55585100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,26159.0,9.6,生達化學製藥股份有限公司
AB55931100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,1622602.9,9.3,信東生技股份有限公司
AB55954100,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,5071582.1,2.67,生達化學製藥股份有限公司
AB55966220,PIPERACILLIN 4000MG + TAZOBACTAM 500MG， 注射劑， 4500.00MG,244414.0,604,永信藥品工業股份有限公司
AB559662CX,PIPERACILLIN 2000MG + TAZOBACTAM 250MG， 注射劑， 2250.00MG,18557.6,307,永信藥品工業股份有限公司
AB55984100,BISOPROLOL ， 一般錠劑膠囊劑 ， 1.25 MG,4548386.0,3.83,信東生技股份有限公司
AB55990100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,14309588.7,2.5,信東生技股份有限公司
AB55991100,PROCATEROL ， 一般錠劑膠囊劑 ， 50.00 MCG,4074.1,4.07,信東生技股份有限公司
AB56626100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,355548.7,54,瑞士藥廠股份有限公司
AB56661100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,5008339.6,3.04,生達化學製藥股份有限公司
AB56670100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,5107884.8,9.6,中國化學製藥股份有限公司新豐工廠
AB56697100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,1022550.8,9.4,信東生技股份有限公司
AB56698343,SERTACONAZOLE ， 外用軟膏劑 ， 20.00 MG/GM ， 30.00 ML(GM),94299.9,180,科進製藥科技股份有限公司
AB56718100,ARIPIPRAZOLE ， 一般錠劑膠囊劑 ， 10-15MG,61916.5,81,瑞士藥廠股份有限公司
AB56724100,QUETIAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,448358.9,9.6,信東生技股份有限公司
AB56731209,CEFEPIME ， 注射劑 ， 1000.00 MG,51391.5,440,新瑞生物科技股份有限公司
AB56756100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,120224.0,1.5,培力國際醫藥股份有限公司
AB567561G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,6694315.0,2,培力國際醫藥股份有限公司
AB56773100,VALPROIC ACID ，一般錠劑膠囊劑， 250.00 MG,980.0,5.1,十全實業股份有限公司
AB56774100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,2516254.0,22,十安藥品股份有限公司
AB56782100,BUPROPION ， 緩釋錠劑膠囊劑 ， 150.00 MG,781872.0,9.9,信東生技股份有限公司
AB57103100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,11455597.0,9.3,中化裕民健康事業股份有限公司
AB57107100,PROGESTERONE ， 一般錠劑膠囊劑 ， 100.00 MG,1076281.0,8.8,培力藥品工業股份有限公司
AB57116100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,548030.0,8.6,榮民製藥股份有限公司
AB57178100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,631987.0,9.4,生達化學製藥股份有限公司
AB57194100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,2244621.9,23.4,瑞士藥廠股份有限公司
AB57204100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,7015491.1,9.1,健喬信元醫藥生技股份有限公司
AB57206100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,9326655.0,9.7,中化裕民健康事業股份有限公司
AB572171G0,METFORMIN ， 緩釋錠劑膠囊劑 ， 750.00 MG,2976.0,2,瑞士藥廠股份有限公司
AB57225100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,12403976.6,3.42,中化裕民健康事業股份有限公司
AB57234100,OLMESARTAN 20MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,11708428.4,9.1,中國化學製藥股份有限公司新豐工廠
AB57237100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,10523784.4,9.3,中化裕民健康事業股份有限公司
AB57240209,DOCETAXEL ， 注射劑 ， 20.00 MG,39945.0,4322,台灣東洋藥品工業股份有限公司
AB57240219,DOCETAXEL ， 注射劑 ， 80.00 MG,5563.0,9756,台灣東洋藥品工業股份有限公司
AB57254100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,6017990.9,2.93,生達化學製藥股份有限公司
AB57267100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,140.0,17.2,健喬信元醫藥生技股份有限公司
AB57275100,RISPERIDONE ， 一般錠劑膠囊劑 ， 2.00 MG,3265195.2,9.5,中化裕民健康事業股份有限公司
AB57312100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,9047169.0,3.61,中化裕民健康事業股份有限公司
AB57327100,REPAGLINIDE ， 一般錠劑膠囊劑 ， 2.00 MG,2331623.5,4.21,生達化學製藥股份有限公司
AB57339100,FLURBIPROFEN ， 一般錠劑膠囊劑 ， 50.00 MG,7166.0,1.56,十安藥品股份有限公司
AB57343100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,2434024.6,9.7,中國化學製藥股份有限公司新豐工廠
AB57351100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,207228.4,19.6,井田國際醫藥廠股份有限公司
AB57367100,BAMBUTEROL ， 一般錠劑膠囊劑 ， 10.00 MG,526884.5,3.93,十安藥品股份有限公司
AB57415100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,1608.0,9.7,健喬信元醫藥生技股份有限公司
AB57426100,MONTELUKAST ， 一般錠劑膠囊劑 ， 10.00 MG,1097243.6,23,永茂藥業股份有限公司
AB57740100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,3056889.1,1.8,中化裕民健康事業股份有限公司
AB577401G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,39348077.3,2,中化裕民健康事業股份有限公司
AB57759100,SILDENAFIL，一般錠劑膠囊劑，20.00MG,34932.0,220,瑩碩生技醫藥股份有限公司
AB57772100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,714.0,34.3,永信藥品工業股份有限公司
AB57783248,TIGECYCLINE ， 注射劑 ， 50.00 MG,57939.0,1500,中國化學製藥股份有限公司新豐工廠
AB57791100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,21712.8,1.92,中化裕民健康事業股份有限公司
AB577911G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,525.0,2,中化裕民健康事業股份有限公司
AB57839100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 750.00 MG,280090.5,68,平廷實業有限公司
AB57845100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,7243748.8,3.12,新瑞生物科技股份有限公司
AB57848100,FLUOXETINE ， 一般錠劑膠囊劑 ， 20.00 MG (DISPERSIBLE),5840072.5,3.3,中化裕民健康事業股份有限公司
AB57850100,QUETIAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,2049427.9,9.6,瑞安大藥廠股份有限公司
AB57864100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,177768.0,9.1,永勝藥品工業股份有限公司
AB57892100,QUETIAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,2616400.1,9.5,信東生技股份有限公司
AB57926100,QUETIAPINE ， 一般錠劑膠囊劑 ， 200.00 MG,288943.0,34.9,信東生技股份有限公司
AB57940100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,5430068.6,23.4,十全實業股份有限公司
AB57963100,BUPROPION ， 緩釋錠劑膠囊劑 ， 150.00 MG,3591.0,9.9,健喬信元醫藥生技股份有限公司
AB57966100,ETODOLAC ， 緩釋錠劑膠囊劑 ， 400-600 MG,1150059.5,9.3,正和製藥股份有限公司新營廠
AB57967100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,22160.0,9,永信藥品工業股份有限公司
AB57982248,AMPHOTERICIN B LIPOSOMAL COMPLEX ， 注射劑 ， 50.00 MG,22510.0,6641,台灣微脂體股份有限公司
AB57991100,BENZONATATE ， 一般錠劑膠囊劑 ， 200.00 MG,5019941.8,3.92,美時化學製藥股份有限公司
AB57992248,AMPHOTERICIN B LIPOSOMAL COMPLEX ， 注射劑 ， 50.00 MG,5046.0,6547,台灣東洋藥品工業股份有限公司
AB58049100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,413.0,30.4,永信藥品工業股份有限公司
AB58065209,DOCETAXEL ， 注射劑 ， 20.00 MG,18.0,4322,健亞生物科技股份有限公司
AB58071100,GLIMEPIRIDE 2MG + METFORMIN 500MG， 一般錠劑膠囊劑,75416694.2,4.72,信東生技股份有限公司
AB58075100,NIFEDIPINE ， 緩釋錠劑膠囊劑 ， 30.00 MG,8178081.0,7.8,生達化學製藥股份有限公司
AB58173100,KETOPROFEN ， 緩釋錠劑膠囊劑 ， 200.00 MG,8958.0,6.7,新瑞生物科技股份有限公司
AB58253100,CIPROFLOXACIN ， 一般錠劑膠囊劑 ， 250.00 MG,1264785.8,9.8,新瑞生物科技股份有限公司
AB58278100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,2976918.1,6.8,新瑞生物科技股份有限公司
AB58280100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,16227.0,1.5,新瑞生物科技股份有限公司
AB582801G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,265557.5,2,新瑞生物科技股份有限公司
AB58303100,CARISOPRODOL ， 一般錠劑膠囊劑 ， 250.00 MG,241348.0,3.29,五洲製藥股份有限公司
AC00015421,SULFAMETHOXAZOLE ， 眼用液劑 ， 20.00  MG/ML ， 5.00 ML,13880.5,12,五福化學製藥股份有限公司
AC00059100,DIAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,4607.0,1.5,韋淳貿易股份有限公司
AC000591G0,DIAZEPAM ， 一般錠劑膠囊劑 ， 2.00 MG,3225440.9,2,韋淳貿易股份有限公司
AC00060100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,245.0,1.5,韋淳貿易股份有限公司
AC000601G0,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,3117.0,2,韋淳貿易股份有限公司
AC00106100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,1460538.9,2.31,健喬信元醫藥生技股份有限公司
AC00118100,EPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,4.5,1.5,福元化學製藥股份有限公司
AC00119100,METHYLEPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,177561.2,1.5,福元化學製藥股份有限公司
AC001191G0,METHYLEPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,17370.5,2,福元化學製藥股份有限公司
AC00178100,HYDRALAZINE ， 一般錠劑膠囊劑 ， 10.00 MG,3401984.0,1.5,強生化學製藥廠股份有限公司
AC001781G0,HYDRALAZINE ， 一般錠劑膠囊劑 ， 10.00 MG,315115.5,2,強生化學製藥廠股份有限公司
AC00263277,DEXTROSE≦  50MG/ML  + SODIUM CHLORIDE 3.0-4.5MG/ML， 注射劑， 251-500 ML,91106.0,31.5,永豐化學工業股份有限公司
AC00373100,AMPICILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,85321.1,1.5,永信藥品工業股份有限公司
AC00420100,CHLORPROMAZINE ， 一般錠劑膠囊劑 ， 100.00 MG,64.0,1.54,福元化學製藥股份有限公司
AC00480209,EPINEPHRINE ， 注射劑 ， 1.00 MG,759832.6,15,中國化學製藥股份有限公司新豐工廠
AC00605321,FLUOCINOLONE 0.25MG/GM + NEOMYCIN 3.5MG/GM， 外用軟膏劑， 5.00GM,182225.8,43.4,台灣田邊製藥股份有限公司
AC00638100,SODIUM DIBUNATE ， 一般錠劑膠囊劑 ， 30.00 MG,304.5,2.25,強生化學製藥廠股份有限公司
AC00639100,AMITRIPTYLINE ， 一般錠劑膠囊劑 ， 25.00 MG,1712094.5,1.59,強生化學製藥廠股份有限公司
AC006391G0,AMITRIPTYLINE ， 一般錠劑膠囊劑 ， 25.00 MG,2294315.6,2,強生化學製藥廠股份有限公司
AC00647100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 2.00 MG,361518.6,1.5,生達化學製藥股份有限公司
AC00649100,AMITRIPTYLINE ， 一般錠劑膠囊劑 ， 10.00 MG,3297582.0,1.5,強生化學製藥廠股份有限公司
AC00655100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,578981.4,1.5,福元化學製藥股份有限公司
AC006551G0,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,4673.0,2,福元化學製藥股份有限公司
AC00844100,MEPENZOLATE ， 一般錠劑膠囊劑 ， 7.50 MG,68847.0,1.5,台灣安斯泰來製藥股份有限公司
AC008441G0,MEPENZOLATE ， 一般錠劑膠囊劑 ， 7.50 MG,127682.8,2,台灣安斯泰來製藥股份有限公司
AC00849100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,3750.9,2.24,利達製藥股份有限公司
AC00863100,ISOXSUPRINE ， 一般錠劑膠囊劑 ， 10.00 MG,144.0,1.5,生達化學製藥股份有限公司
AC00913100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,7992.5,1.5,中美兄弟製藥股份有限公司
AC01047100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,127027.7,1.5,杏林新生製藥股份有限公司
AC010471G0,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,17462658.6,2,杏林新生製藥股份有限公司
AC01051277,SODIUM CHLORIDE ， 注射劑 ， 30.00  MG/ML ， 500.00 ML,8.0,25,中國化學製藥股份有限公司新豐工廠
AC01085255,SODIUM CHLORIDE ， 注射劑 ， 9.00  MG/ML ， 100.00 ML,2.0,22,永豐化學工業股份有限公司
AC01086277,DEXTROSE 100 MG/ML ± MULTIVITAMINES ， 注射劑 ， 251-500 ML,30.0,25,永豐化學工業股份有限公司
AC01154100,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,794115.1,1.5,生達化學製藥股份有限公司
AC011541G0,INDOMETHACIN ， 一般錠劑膠囊劑 ， 25.00 MG,1252032.9,2,生達化學製藥股份有限公司
AC01192100,ETILEFRIN ， 一般錠劑膠囊劑 ， 5.00 MG,27.0,1.6,瑞士藥廠股份有限公司
AC01386500,INDOMETHACIN ， 栓劑 ， 50.00 MG,9085.0,5,永信藥品工業股份有限公司
AC01400100,DIPROPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,1572623.3,1.5,大豐製藥股份有限公司
AC01449100,NALIDIXIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,18.0,2.26,優生製藥廠股份有限公司
AC01563212,DIAZEPAM ， 注射劑 ， 10.00 MG,271.5,15,東洲化學製藥廠股份有限公司
AC01577100,AMITRIPTYLINE ， 一般錠劑膠囊劑 ， 25.00 MG,5211.5,1.5,華琳實業有限公司
AC01604212,METOCLOPRAMIDE ， 注射劑 ， 10.00 MG,111391.7,15,信東生技股份有限公司
AC01624100,OPIUM 2.5MG + GLYCYRRHIZA EXTRACT 0.48ML， 一般錠劑膠囊劑，,13325.0,1.5,福元化學製藥股份有限公司
AC01641100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,26.0,1.5,生達化學製藥股份有限公司
AC01662100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,1313714.1,1.5,強生化學製藥廠股份有限公司
AC016621G0,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,3615504.6,2,強生化學製藥廠股份有限公司
AC01673100,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,9.0,1.5,生達化學製藥股份有限公司
AC016731G0,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,297.0,2,生達化學製藥股份有限公司
AC01691100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 7.67 - 10.00 MG,108748.2,1.5,永信藥品工業股份有限公司
AC01735100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,206738.8,1.5,優生製藥廠股份有限公司
AC01741100,ASPARTATE CALCIUM ， 一般錠劑膠囊劑 ， 200.00 MG,3728063.5,1.5,台灣田邊製藥股份有限公司
AC01779100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,478245.3,1.5,約克製藥股份有限公司
AC01781100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,218360.9,1.5,臺灣汎生製藥廠股份有限公司
AC01799100,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG， 一般錠劑膠囊劑，,12732.6,1.5,美西製藥有限公司
AC01806100,PROPRANOLOL ， 一般錠劑膠囊劑 ， 40.00 MG,73036.5,1.5,生達化學製藥股份有限公司
AC01816100,DICYCLOMINE ， 一般錠劑膠囊劑 ， 10.00 MG,1032788.6,1.5,臺灣汎生製藥廠股份有限公司
AC01832209,DEXTROMETHORPHAN ， 注射劑 ， 10.00 MG,68.0,2.92,濟生醫藥生技股份有限公司
AC01853277,AMPICILLIN ， 注射劑 ， 500.00 MG,1000256.4,25,永豐化學工業股份有限公司
AC01923229,CALCIUM GLUCONATE ， 注射劑 ， 1.00 GM,2.0,15,濟生醫藥生技股份有限公司
AC01941100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,71782.5,1.5,優生製藥廠股份有限公司
AC019411G0,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,1681432.0,2,優生製藥廠股份有限公司
AC01946100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,20315.5,1.5,杏林新生製藥股份有限公司
AC019461G0,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,30231.9,2,杏林新生製藥股份有限公司
AC01963100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,476223.5,1.53,約克製藥股份有限公司
AC019631G0,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,37810.0,2,約克製藥股份有限公司
AC02101100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,1272255.0,1.5,強生化學製藥廠股份有限公司
AC02112100,PHENAZOPYRIDINE ， 一般錠劑膠囊劑 ， 50.00 MG,6856.0,1.5,瑞士藥廠股份有限公司
AC02242100,NALIDIXIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,12168.0,2.26,井田國際醫藥廠股份有限公司
AC02244100,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,421420.8,1.5,井田國際醫藥廠股份有限公司
AC022441G0,DIAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,178352.2,2,井田國際醫藥廠股份有限公司
AC02320100,PHENYTOIN ， 一般錠劑膠囊劑 ， 100.00 MG,7246.0,2.68,東生華製藥股份有限公司
AC023201G0,PHENYTOIN ， 一般錠劑膠囊劑 ， 100.00 MG,2985941.4,2,東生華製藥股份有限公司
AC02321212,HYOSCYAMINE ， 注射劑 ， 20.00 MG,759.4,15,東洲化學製藥廠股份有限公司
AC02328100,SCOPOLAMINE 25MCG + CAFFEINE 10MG + CHLORPHENIRAMINE 2MG + DIPHENHYDRAMINE 12.5MG， 一般錠劑膠囊劑，,5693.0,1.5,中國化學製藥股份有限公司新豐工廠
AC02359100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,1139186.2,1.5,優生製藥廠股份有限公司
AC02368100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,232758.1,1.5,優生製藥廠股份有限公司
AC023681G0,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,330496.6,2,優生製藥廠股份有限公司
AC02394238,PRALIDOXIME ， 注射劑 ， 500.00 MG,5670.0,95,壽元化學工業股份有限公司
AC02444100,AMPICILLIN ， 一般錠劑膠囊劑 ， 500.00 MG,198847.3,1.5,中國化學製藥股份有限公司台中工廠
AC02573100,ACETAMINOPHEN 150MG + CHLORZOXAZONE 150MG， 一般錠劑膠囊劑，,528898.0,1.5,杏林新生製藥股份有限公司
AC025731G0,ACETAMINOPHEN 150MG + CHLORZOXAZONE 150MG， 一般錠劑膠囊劑，,1394681.5,2,杏林新生製藥股份有限公司
AC02589100,CLIDINIUM 2.5MG + CHLORDIAZEPOXIDE 5MG， 一般錠劑膠囊劑，,4051.5,2.18,強生化學製藥廠股份有限公司
AC02626100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,136650.5,1.5,臺灣汎生製藥廠股份有限公司
AC02644100,CHLORZOXAZONE ， 一般錠劑膠囊劑 ， 250.00 MG,2052334.7,1.5,優生製藥廠股份有限公司
AC02657209,PROGESTERONE ， 注射劑 ， 25.00 MG,54270.9,15,安星製藥股份有限公司
AC02756100,HYDRALAZINE ， 一般錠劑膠囊劑 ， 10.00 MG,32193.8,1.5,優生製藥廠股份有限公司
AC02763100,PHENYTOIN ， 一般錠劑膠囊劑 ， 100.00 MG,196241.0,2.68,強生化學製藥廠股份有限公司
AC027631G0,PHENYTOIN ， 一般錠劑膠囊劑 ， 100.00 MG,444765.0,2,強生化學製藥廠股份有限公司
AC027631GA,PHENYTOIN ， 一般錠劑膠囊劑 ， 100.00 MG,97332.0,2,強生化學製藥廠股份有限公司
AC02801209,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 1000.00ML,190375.0,35,永豐化學工業股份有限公司
AC02801277,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,389769.0,40,永豐化學工業股份有限公司
AC02844100,METHYLEPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,1126529.7,1.5,優生製藥廠股份有限公司
AC02846100,FERROUS FUMARATE 100MG + VITAMIN B12 4MCG + FOLIC ACID 2MG， 一般錠劑膠囊劑，,1096655.6,1.5,優生製藥廠股份有限公司
AC028461G0,FERROUS FUMARATE 100MG + VITAMIN B12 4MCG + FOLIC ACID 2MG， 一般錠劑膠囊劑，,2545777.5,2,優生製藥廠股份有限公司
AC02863100,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,173966.5,1.5,生達化學製藥股份有限公司
AC028631G0,GLYBURIDE (=GLIBENCLAMIDE) ， 一般錠劑膠囊劑 ， 5.00 MG,3981577.2,2,生達化學製藥股份有限公司
AC02904100,CYPROHEPTADINE ， 一般錠劑膠囊劑 ， 4.00 MG,1891789.7,1.5,強生化學製藥廠股份有限公司
AC02915100,ESTRADIOL ， 一般錠劑膠囊劑 ， 200.00 MCG,10681.0,1.5,優生製藥廠股份有限公司
AC02938100,MEDAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,2.0,1.5,生達化學製藥股份有限公司
AC02947100,NORETHINDRONE ， 一般錠劑膠囊劑 ， 5.00 MG,1859990.1,2.39,優生製藥廠股份有限公司
AC029471G0,NORETHINDRONE ， 一般錠劑膠囊劑 ， 5.00 MG,380024.0,2,優生製藥廠股份有限公司
